Account_id: 1 | Owner_name: Randy Schmidt | Balance: 3603386089
Account_id: 72 | Owner_name: Elizabeth Lee | Balance: 16496177014
Account_id: 73 | Owner_name: Michael Johnson | Balance: 15400400454
Account_id: 74 | Owner_name: Latoya Armstrong | Balance: 9143813595
Account_id: 75 | Owner_name: Sonya Taylor | Balance: 10121037346
Account_id: 76 | Owner_name: Rebecca Warner | Balance: 8891549263
Account_id: 77 | Owner_name: Kelly Elliott | Balance: 18206699959
Account_id: 78 | Owner_name: Mariah Morse | Balance: 3293042148
Account_id: 79 | Owner_name: Adam Young | Balance: 4755757419
Account_id: 80 | Owner_name: Jessica Sullivan | Balance: 17977969659
Account_id: 81 | Owner_name: Roger Zavala | Balance: 425930209
Account_id: 82 | Owner_name: Caroline Pearson | Balance: 12711585488
Account_id: 83 | Owner_name: Matthew Moore | Balance: 19626880123
Account_id: 84 | Owner_name: Randall Miles | Balance: 16406293893
Account_id: 85 | Owner_name: Mark Williams | Balance: 440466844
Account_id: 86 | Owner_name: Jonathan Arnold | Balance: 443741806
Account_id: 87 | Owner_name: Ernest Wright | Balance: 5496031328
Account_id: 88 | Owner_name: Scott Gay | Balance: 3924410863
Account_id: 89 | Owner_name: Tony Ware | Balance: 19312104328
Account_id: 90 | Owner_name: Katrina Clark | Balance: 4571077956
Account_id: 91 | Owner_name: Kimberly Davis | Balance: 10539994842
Account_id: 92 | Owner_name: Kelly Hubbard | Balance: 6679853872
Account_id: 93 | Owner_name: Dr. Sally | Balance: 7170589581
Account_id: 94 | Owner_name: Jonathan Foster | Balance: 18819183464
Account_id: 95 | Owner_name: Leah Hernandez | Balance: 8563973066
Account_id: 96 | Owner_name: Daniel Tran | Balance: 6864913051
Account_id: 97 | Owner_name: Cameron Bates | Balance: 17047953473
Account_id: 98 | Owner_name: Tara Rogers | Balance: 13178444955
Account_id: 99 | Owner_name: Laura Warren | Balance: 9449385349
Account_id: 100 | Owner_name: Jermaine Anderson | Balance: 15340299396
Account_id: 101 | Owner_name: Craig Henson | Balance: 4378872396
Account_id: 102 | Owner_name: Hayley Hart | Balance: 18875324427
Account_id: 103 | Owner_name: Colin Keller | Balance: 19333103139
Account_id: 104 | Owner_name: Margaret Cruz | Balance: 19617972735
Account_id: 105 | Owner_name: Robert Boyd | Balance: 7353481738
Account_id: 106 | Owner_name: Travis Jackson | Balance: 16517611330
Account_id: 107 | Owner_name: Valerie Aguirre | Balance: 7092318407
Account_id: 108 | Owner_name: Robert Vaughan | Balance: 3225683552
Account_id: 109 | Owner_name: Monique Reed | Balance: 7385892287
Account_id: 110 | Owner_name: Christopher Baker | Balance: 14378432012
Account_id: 111 | Owner_name: Kendra Smith | Balance: 2257575451
Account_id: 112 | Owner_name: Brittany Wilson | Balance: 15479009578
Account_id: 113 | Owner_name: Amy Bush | Balance: 3581154243
Account_id: 114 | Owner_name: Robert Foley | Balance: 14108046161
Account_id: 115 | Owner_name: Brittney Johnson | Balance: 19087614599
Account_id: 116 | Owner_name: John Lowery | Balance: 2190645083
Account_id: 117 | Owner_name: Dr. Jesse | Balance: 17981474803
Account_id: 118 | Owner_name: Gregory Jones | Balance: 4871873519
Account_id: 119 | Owner_name: Michelle Fernandez | Balance: 2623324511
Account_id: 120 | Owner_name: Anne Thomas | Balance: 8748924310
Account_id: 121 | Owner_name: Logan Barnett | Balance: 12207103769
Account_id: 122 | Owner_name: Rebecca Hernandez | Balance: 17948251693
Account_id: 123 | Owner_name: Walter Johnson | Balance: 5005624704
Account_id: 124 | Owner_name: Margaret Stewart | Balance: 3775486058
Account_id: 125 | Owner_name: Ryan Prince | Balance: 7160553616
Account_id: 126 | Owner_name: Frank Jenkins | Balance: 7170075912
Account_id: 127 | Owner_name: Elizabeth Martinez | Balance: 19377114174
Account_id: 128 | Owner_name: John Mclean | Balance: 9483786057
Account_id: 129 | Owner_name: Melinda Dalton | Balance: 10142951906
Account_id: 130 | Owner_name: Dale Williams | Balance: 13511066875
Account_id: 131 | Owner_name: Jane Wagner | Balance: 6503126600
Account_id: 132 | Owner_name: Matthew Pennington | Balance: 18176505004
Account_id: 133 | Owner_name: Mrs. Lauren | Balance: 14355857188
Account_id: 134 | Owner_name: Donald White | Balance: 9171964334
Account_id: 135 | Owner_name: Nicholas Moore | Balance: 202483426
Account_id: 136 | Owner_name: Terry Wall | Balance: 979285200
Account_id: 137 | Owner_name: Andrew Turner | Balance: 3348758564
Account_id: 138 | Owner_name: Alicia Paul | Balance: 11506842913
Account_id: 139 | Owner_name: Angela Castillo | Balance: 19020481716
Account_id: 140 | Owner_name: Norma Steele | Balance: 8525153671
Account_id: 141 | Owner_name: Janice Fernandez | Balance: 2784650826
Account_id: 142 | Owner_name: Elizabeth Graves | Balance: 7374112457
Account_id: 143 | Owner_name: Mr. Chris | Balance: 3616580586
Account_id: 144 | Owner_name: Charles Mckee | Balance: 6080401001
Account_id: 145 | Owner_name: Sandra Daniels | Balance: 15596265821
Account_id: 146 | Owner_name: Aaron Owens | Balance: 1811615270
Account_id: 147 | Owner_name: Tommy Moss | Balance: 1317930791
Account_id: 148 | Owner_name: David Rubio | Balance: 791006934
Account_id: 149 | Owner_name: Samantha Ali | Balance: 11810926231
Account_id: 150 | Owner_name: Ethan Peterson | Balance: 13128505280
Account_id: 151 | Owner_name: Robert Townsend | Balance: 12590055270
Account_id: 152 | Owner_name: Jorge Brewer | Balance: 18802183832
Account_id: 153 | Owner_name: Caroline Clark | Balance: 22191106
Account_id: 154 | Owner_name: David Reynolds | Balance: 4767746462
Account_id: 155 | Owner_name: Albert Velasquez | Balance: 13259216830
Account_id: 156 | Owner_name: Isaac Clark | Balance: 7066013387
Account_id: 157 | Owner_name: Brooke Evans | Balance: 14107396993
Account_id: 158 | Owner_name: Louis Navarro | Balance: 2880873918
Account_id: 159 | Owner_name: Thomas Leonard | Balance: 11551261547
Account_id: 160 | Owner_name: Emily Campos | Balance: 18945933469
Account_id: 161 | Owner_name: Kyle Gallagher | Balance: 11014668810
Account_id: 162 | Owner_name: Dominique Dunlap | Balance: 12597662347
Account_id: 163 | Owner_name: Ricky Salazar | Balance: 18142904993
Account_id: 164 | Owner_name: Jason Brooks | Balance: 1475110036
Account_id: 165 | Owner_name: Kevin Wheeler | Balance: 1991291687
Account_id: 166 | Owner_name: Sarah Park | Balance: 6936794536
Account_id: 167 | Owner_name: Colleen Ortiz | Balance: 910914272
Account_id: 168 | Owner_name: Kimberly Rodriguez | Balance: 9194747414
Account_id: 169 | Owner_name: Sara Thomas | Balance: 10907481201
Account_id: 170 | Owner_name: Mark Moore | Balance: 4231938333
Account_id: 171 | Owner_name: Rita Sexton | Balance: 18148803097
Account_id: 172 | Owner_name: Stephen Hill | Balance: 6587140202
Account_id: 173 | Owner_name: Tina Le | Balance: 15964443808
Account_id: 174 | Owner_name: Jeremiah Dean | Balance: 956366725
Account_id: 175 | Owner_name: Colleen Ortiz | Balance: 91901969
Account_id: 176 | Owner_name: Craig Hernandez | Balance: 16752414418
Account_id: 177 | Owner_name: John Morales | Balance: 1899268427
Account_id: 178 | Owner_name: Amber Pearson | Balance: 12474474545
Account_id: 179 | Owner_name: Gerald Johnson | Balance: 7529284431
Account_id: 180 | Owner_name: Michele Taylor | Balance: 18155696978
Account_id: 181 | Owner_name: Jennifer Oconnor | Balance: 11293446953
Account_id: 182 | Owner_name: Francis Rodgers | Balance: 15631288650
Account_id: 183 | Owner_name: Keith Dalton | Balance: 2000067813
Account_id: 184 | Owner_name: Jonathan Hughes | Balance: 3745570538
Account_id: 185 | Owner_name: Benjamin Woodard | Balance: 8556764461
Account_id: 186 | Owner_name: Logan Riddle | Balance: 1373069912
Account_id: 187 | Owner_name: Rebecca Mora | Balance: 8246881356
Account_id: 188 | Owner_name: Michelle Stokes | Balance: 14452431712
Account_id: 189 | Owner_name: Aaron Frederick | Balance: 19984111206
Account_id: 190 | Owner_name: Bobby Pierce | Balance: 12883892901
Account_id: 191 | Owner_name: Maria Hall | Balance: 7518250139
Account_id: 192 | Owner_name: Jonathan Molina | Balance: 605432094
Account_id: 193 | Owner_name: Christopher White | Balance: 17479233166
Account_id: 194 | Owner_name: Roberta Morris | Balance: 2125516669
Account_id: 195 | Owner_name: Louis Morgan | Balance: 1507775569
Account_id: 196 | Owner_name: Julie Spencer | Balance: 12725370532
Account_id: 197 | Owner_name: Corey Preston | Balance: 4571435886
Account_id: 198 | Owner_name: Jeffrey Lawson | Balance: 4219759668
Account_id: 199 | Owner_name: Jordan Smith | Balance: 10316330330
Account_id: 200 | Owner_name: Erin Powell | Balance: 4599786524
Account_id: 201 | Owner_name: Jennifer Mcdaniel | Balance: 5618741278
Account_id: 202 | Owner_name: Patrick Robinson | Balance: 12886625762
Account_id: 203 | Owner_name: Robert Patterson | Balance: 3945712012
Account_id: 204 | Owner_name: Gerald Howard | Balance: 4957790543
Account_id: 205 | Owner_name: Andrew Bailey | Balance: 14871010795
Account_id: 206 | Owner_name: Michaela Baker | Balance: 3457620284
Account_id: 207 | Owner_name: Emily Webb | Balance: 1101503905
Account_id: 208 | Owner_name: Tonya Farmer | Balance: 3773321257
Account_id: 209 | Owner_name: Adam Glenn | Balance: 8124625395
Account_id: 210 | Owner_name: Alexis Monroe | Balance: 17020510123
Account_id: 211 | Owner_name: Dakota Martinez | Balance: 18901982935
Account_id: 212 | Owner_name: Scott Gonzalez | Balance: 1177559609
Account_id: 213 | Owner_name: Sandra Jones | Balance: 15905144001
Account_id: 214 | Owner_name: Catherine Maldonado | Balance: 16524484646
Account_id: 215 | Owner_name: Martin Hudson | Balance: 18492588712
Account_id: 216 | Owner_name: Zoe Rowe | Balance: 1155976327
Account_id: 217 | Owner_name: Emily Sanders | Balance: 5884895783
Account_id: 218 | Owner_name: Melissa Davis | Balance: 11335717932
Account_id: 219 | Owner_name: Karen Davies | Balance: 3374102117
Account_id: 220 | Owner_name: Frances Kim | Balance: 19140765132
Account_id: 221 | Owner_name: Xavier Mitchell | Balance: 7738965833
Account_id: 222 | Owner_name: James Russell | Balance: 12542878765
Account_id: 223 | Owner_name: Matthew Jones | Balance: 15921328606
Account_id: 224 | Owner_name: Kelly Simmons | Balance: 18571268158
Account_id: 225 | Owner_name: Stacy Carroll | Balance: 8326452869
Account_id: 226 | Owner_name: Melissa Robinson | Balance: 15668795177
Account_id: 227 | Owner_name: Candace Snyder | Balance: 12786663623
Account_id: 228 | Owner_name: Eric Solomon | Balance: 11063680165
Account_id: 229 | Owner_name: Gary Lawrence | Balance: 2882197726
Account_id: 230 | Owner_name: Paul Cameron | Balance: 17379019536
Account_id: 231 | Owner_name: Debra Bell | Balance: 12149180055
Account_id: 232 | Owner_name: Melinda Gibson | Balance: 16900247211
Account_id: 233 | Owner_name: Allison Cervantes | Balance: 2842197023
Account_id: 234 | Owner_name: Jose Morales | Balance: 1056003640
Account_id: 235 | Owner_name: Christine Warren | Balance: 5738261860
Account_id: 236 | Owner_name: Angela Wilson | Balance: 12584561966
Account_id: 237 | Owner_name: Steven Harper | Balance: 11126669625
Account_id: 238 | Owner_name: Ethan Chung | Balance: 9650603906
Account_id: 239 | Owner_name: Kevin Gilbert | Balance: 7690917093
Account_id: 240 | Owner_name: Virginia Ryan | Balance: 2378716071
Account_id: 241 | Owner_name: Cassandra Williams | Balance: 10658842150
Account_id: 242 | Owner_name: Charles Brown | Balance: 11479706722
Account_id: 243 | Owner_name: Amy Douglas | Balance: 13628667830
Account_id: 244 | Owner_name: Melissa Herrera | Balance: 9142388256
Account_id: 245 | Owner_name: Joy Franco | Balance: 15046814218
Account_id: 246 | Owner_name: Jennifer Oconnor | Balance: 12112309651
Account_id: 247 | Owner_name: Janice Fernandez | Balance: 4042919446
Account_id: 248 | Owner_name: Amber Odom | Balance: 19956011174
Account_id: 249 | Owner_name: Rachael Roberts | Balance: 2376379573
Account_id: 250 | Owner_name: Derrick Watson | Balance: 10240807019
Account_id: 251 | Owner_name: Ashley Edwards | Balance: 9079565974
Account_id: 252 | Owner_name: Deborah Chase | Balance: 15469407536
Account_id: 253 | Owner_name: James Clark | Balance: 17513328834
Account_id: 254 | Owner_name: Teresa Huff | Balance: 3577860513
Account_id: 255 | Owner_name: Trevor Ward | Balance: 6863357913
Account_id: 256 | Owner_name: Jennifer Reed | Balance: 14471686373
Account_id: 257 | Owner_name: Tyler Coleman | Balance: 3351147211
Account_id: 258 | Owner_name: Nancy Graham | Balance: 12759611050
Account_id: 259 | Owner_name: Michael Watson | Balance: 7491088741
Account_id: 260 | Owner_name: Brittany Drake | Balance: 15431828627
Account_id: 261 | Owner_name: Rebekah Morrison | Balance: 1916649000
Account_id: 262 | Owner_name: Alyssa Hawkins | Balance: 4530618988
Account_id: 263 | Owner_name: John Davis | Balance: 3886018539
Account_id: 264 | Owner_name: Daniel Henry | Balance: 16546821844
Account_id: 265 | Owner_name: Samantha Cochran | Balance: 13233791507
Account_id: 266 | Owner_name: Sarah Harvey | Balance: 6274033356
Account_id: 267 | Owner_name: Miss Laura | Balance: 13400191063
Account_id: 268 | Owner_name: Alexander Kaiser | Balance: 10497386357
Account_id: 269 | Owner_name: Autumn Riley | Balance: 9077134481
Account_id: 270 | Owner_name: James Lane | Balance: 10950650777
Account_id: 271 | Owner_name: James Mcknight | Balance: 10123300338
Account_id: 272 | Owner_name: Vickie Wright | Balance: 8811562248
Account_id: 273 | Owner_name: Mary Jones | Balance: 18525109733
Account_id: 274 | Owner_name: Lisa Perez | Balance: 14690832704
Account_id: 275 | Owner_name: Eric Clark | Balance: 13133545146
Account_id: 276 | Owner_name: Christopher Singh | Balance: 12072907675
Account_id: 277 | Owner_name: Tracey Robbins | Balance: 16180811971
Account_id: 278 | Owner_name: Brian Jacobson | Balance: 635322865
Account_id: 279 | Owner_name: Isaiah Avila | Balance: 2967593492
Account_id: 280 | Owner_name: Amy Hansen | Balance: 14416195098
Account_id: 281 | Owner_name: Katherine Harris | Balance: 10194308676
Account_id: 282 | Owner_name: Isaiah Avila | Balance: 18410050788
Account_id: 283 | Owner_name: Cody Shaw | Balance: 9090157823
Account_id: 284 | Owner_name: Jack Duncan | Balance: 8529515175
Account_id: 285 | Owner_name: Robert Smith | Balance: 5637333490
Account_id: 286 | Owner_name: Sean Sexton | Balance: 14596503428
Account_id: 287 | Owner_name: Norman Turner | Balance: 1656406663
Account_id: 288 | Owner_name: John Jacobs | Balance: 12585862206
Account_id: 289 | Owner_name: Nancy Martinez | Balance: 7935803923
Account_id: 290 | Owner_name: Mackenzie Williams | Balance: 4536947842
Account_id: 291 | Owner_name: Richard Ellison | Balance: 17360341904
Account_id: 292 | Owner_name: Michael Haas | Balance: 19066575988
Account_id: 293 | Owner_name: Sean Phillips | Balance: 18302063766
Account_id: 294 | Owner_name: Jose Ponce | Balance: 8485093507
Account_id: 295 | Owner_name: Evan Howell | Balance: 19856016785
Account_id: 296 | Owner_name: Vickie Wright | Balance: 13157745143
Account_id: 297 | Owner_name: Devin Orozco | Balance: 11930891072
Account_id: 298 | Owner_name: Haley Clark | Balance: 13027383407
Account_id: 299 | Owner_name: Mariah Morse | Balance: 11484608522
Account_id: 300 | Owner_name: Victoria Morgan | Balance: 14802146434
Account_id: 301 | Owner_name: Dawn Jones | Balance: 575336646
Account_id: 302 | Owner_name: Michael Fuentes | Balance: 16124912538
Account_id: 303 | Owner_name: Tiffany Little | Balance: 19712953422
Account_id: 304 | Owner_name: Amanda Smith | Balance: 14892534683
Account_id: 305 | Owner_name: Andrea Mckinney | Balance: 8005400517
Account_id: 306 | Owner_name: Ashley Olson | Balance: 13826553343
Account_id: 307 | Owner_name: George Robinson | Balance: 19407463604
Account_id: 308 | Owner_name: Christina Davidson | Balance: 15095153167
Account_id: 309 | Owner_name: Nathan Rhodes | Balance: 3255807681
Account_id: 310 | Owner_name: Krystal Davis | Balance: 2941508404
Account_id: 311 | Owner_name: Andrew Singh | Balance: 18525433561
Account_id: 312 | Owner_name: Michelle Johnson | Balance: 17274215175
Account_id: 313 | Owner_name: Patricia Mccall | Balance: 1155795532
Account_id: 314 | Owner_name: Michael Stewart | Balance: 6524426432
Account_id: 315 | Owner_name: Veronica Moran | Balance: 6548693470
Account_id: 316 | Owner_name: Tiffany Moore | Balance: 16791003025
Account_id: 317 | Owner_name: Melissa Nunez | Balance: 6522986006
Account_id: 318 | Owner_name: Kathy Jones | Balance: 8105750874
Account_id: 319 | Owner_name: Jason Green | Balance: 17362512660
Account_id: 320 | Owner_name: Wesley Lyons | Balance: 11849928762
Account_id: 321 | Owner_name: Christopher Harvey | Balance: 19766271386
Account_id: 322 | Owner_name: Felicia Mcgrath | Balance: 2940477589
Account_id: 323 | Owner_name: Sheila Williams | Balance: 9374150104
Account_id: 324 | Owner_name: Mr. Joseph | Balance: 10105549909
Account_id: 325 | Owner_name: Monica Anderson | Balance: 17983496659
Account_id: 326 | Owner_name: Ricardo King | Balance: 10156736353
Account_id: 327 | Owner_name: Mrs. Jill | Balance: 5461784206
Account_id: 328 | Owner_name: Devin Carney | Balance: 7425943701
Account_id: 329 | Owner_name: Patricia Ellison | Balance: 8988458388
Account_id: 330 | Owner_name: Angelica Knight | Balance: 2171308412
Account_id: 331 | Owner_name: Donald Tapia | Balance: 8103043978
Account_id: 332 | Owner_name: Lori Smith | Balance: 11003013958
Account_id: 333 | Owner_name: Pamela Moreno | Balance: 6721641741
Account_id: 334 | Owner_name: Carrie Fuentes | Balance: 12079147354
Account_id: 335 | Owner_name: Eric Terry | Balance: 5761352170
Account_id: 336 | Owner_name: Charlotte Fry | Balance: 7682684708
Account_id: 337 | Owner_name: Laura Moore | Balance: 16407379276
Account_id: 338 | Owner_name: Michael Douglas | Balance: 6159101041
Account_id: 339 | Owner_name: Jason Frank | Balance: 10599211350
Account_id: 340 | Owner_name: Anthony Taylor | Balance: 9096533013
Account_id: 341 | Owner_name: Jason Brock | Balance: 10516660351
Account_id: 342 | Owner_name: Ryan Moran | Balance: 15355661529
Account_id: 343 | Owner_name: Ryan Jackson | Balance: 5145886280
Account_id: 344 | Owner_name: Gerald White | Balance: 1491073415
Account_id: 345 | Owner_name: Jasmine Stevenson | Balance: 9191363618
Account_id: 346 | Owner_name: Christina Ramirez | Balance: 11905755679
Account_id: 347 | Owner_name: Allison Montoya | Balance: 10360361118
Account_id: 348 | Owner_name: Veronica Palmer | Balance: 9491377159
Account_id: 349 | Owner_name: Debra Williams | Balance: 8500922118
Account_id: 350 | Owner_name: Robert Townsend | Balance: 8934856429
Account_id: 351 | Owner_name: Justin Gallegos | Balance: 13529107571
Account_id: 352 | Owner_name: James Weaver | Balance: 10051861667
Account_id: 353 | Owner_name: Juan Church | Balance: 18870217619
Account_id: 354 | Owner_name: Lisa Freeman | Balance: 6270221266
Account_id: 355 | Owner_name: Rachel Todd | Balance: 16349918848
Account_id: 356 | Owner_name: Susan Dennis | Balance: 6133095484
Account_id: 357 | Owner_name: Susan Dennis | Balance: 826740814
Account_id: 358 | Owner_name: Sean Martinez | Balance: 8615223151
Account_id: 359 | Owner_name: Mrs. Melinda | Balance: 2752722805
Account_id: 360 | Owner_name: Mark Powell | Balance: 9257616127
Account_id: 361 | Owner_name: Brittany Wright | Balance: 8271243352
Account_id: 362 | Owner_name: Sheri Cook | Balance: 3962849315
Account_id: 363 | Owner_name: Matthew Burnett | Balance: 12273817215
Account_id: 364 | Owner_name: Annette Mcfarland | Balance: 18243146834
Account_id: 365 | Owner_name: Melvin White | Balance: 16405542207
Account_id: 366 | Owner_name: Jacob Freeman | Balance: 6948948028
Account_id: 367 | Owner_name: Joseph Nixon | Balance: 17393947136
Account_id: 368 | Owner_name: Jennifer Hoffman | Balance: 6661288580
Account_id: 369 | Owner_name: Mr. Edward | Balance: 7034164452
Account_id: 370 | Owner_name: Michael Mckinney | Balance: 10171275743
Account_id: 371 | Owner_name: Sarah Holland | Balance: 4394666861
Account_id: 372 | Owner_name: Tina Lewis | Balance: 18889361382
Account_id: 373 | Owner_name: Jennifer Shaffer | Balance: 3951057434
Account_id: 374 | Owner_name: Eric Armstrong | Balance: 14249862442
Account_id: 375 | Owner_name: John Allison | Balance: 905128452
Account_id: 376 | Owner_name: Gabriel Gregory | Balance: 13573919064
Account_id: 377 | Owner_name: Felicia Mcgrath | Balance: 18707534779
Account_id: 378 | Owner_name: Cody Weaver | Balance: 12710214463
Account_id: 379 | Owner_name: Tanner Kramer | Balance: 10655235805
Account_id: 380 | Owner_name: Kimberly Nunez | Balance: 19341972892
Account_id: 381 | Owner_name: Angela Martin | Balance: 3063828934
Account_id: 382 | Owner_name: Joseph Nixon | Balance: 4123077358
Account_id: 383 | Owner_name: Mr. Christian | Balance: 18049523659
Account_id: 384 | Owner_name: Andrew Hickman | Balance: 17062053956
Account_id: 385 | Owner_name: Michael Harrington | Balance: 5108250117
Account_id: 386 | Owner_name: Michelle Carter | Balance: 1164669889
Account_id: 387 | Owner_name: Elizabeth Lopez | Balance: 17786825762
Account_id: 388 | Owner_name: Andrew Olson | Balance: 17389056928
Account_id: 389 | Owner_name: Rachael Moore | Balance: 1673723712
Account_id: 390 | Owner_name: Kevin Parker | Balance: 15255200484
Account_id: 391 | Owner_name: Donald Shah | Balance: 13140261771
Account_id: 392 | Owner_name: Ryan Barrera | Balance: 1758426249
Account_id: 393 | Owner_name: Rachel Tucker | Balance: 10720655034
Account_id: 394 | Owner_name: Joshua Mendoza | Balance: 5464685756
Account_id: 395 | Owner_name: Sherry Lutz | Balance: 5182516679
Account_id: 396 | Owner_name: David Ruiz | Balance: 16892302660
Account_id: 397 | Owner_name: Nicholas Miles | Balance: 16550446332
Account_id: 398 | Owner_name: Arthur Walter | Balance: 16764143532
Account_id: 399 | Owner_name: Erik Lee | Balance: 15366464315
Account_id: 400 | Owner_name: John Chen | Balance: 8433797743
Account_id: 401 | Owner_name: Donna Miller | Balance: 8048989446
Account_id: 402 | Owner_name: Sheri Cook | Balance: 16263983192
Account_id: 403 | Owner_name: Daniel Mendoza | Balance: 13392580349
Account_id: 404 | Owner_name: Ricky Salazar | Balance: 16096908380
Account_id: 405 | Owner_name: Dean Rivera | Balance: 19396920595
Account_id: 406 | Owner_name: Jane Cantu | Balance: 725295014
Account_id: 407 | Owner_name: Cathy Ford | Balance: 11247956146
Account_id: 408 | Owner_name: Daniel Marshall | Balance: 635008335
Account_id: 409 | Owner_name: Anthony Santana | Balance: 19001473268
Account_id: 410 | Owner_name: Kelly Elliott | Balance: 2394597226
Account_id: 411 | Owner_name: Jodi Ward | Balance: 18327762483
Account_id: 412 | Owner_name: Mackenzie Williams | Balance: 13075787417
Account_id: 413 | Owner_name: Barbara Peterson | Balance: 2928678404
Account_id: 414 | Owner_name: John Barnes | Balance: 1860863431
Account_id: 415 | Owner_name: Jennifer Alvarado | Balance: 3422759829
Account_id: 416 | Owner_name: Jessica Kelly | Balance: 13386426089
Account_id: 417 | Owner_name: David Ortega | Balance: 1734769620
Account_id: 418 | Owner_name: Jennifer Glover | Balance: 9328624161
Account_id: 419 | Owner_name: Jason Duke | Balance: 13042076869
