Account_id: 4 | Owner_id: 4718178677 | Balance: 2637369676
Account_id: 131 | Owner_id: 9240840318 | Balance: 6503126600
Account_id: 135 | Owner_id: 2559573881 | Balance: 202483426
Account_id: 136 | Owner_id: 7490415828 | Balance: 979285200
Account_id: 137 | Owner_id: 8476841713 | Balance: 3348758564
Account_id: 140 | Owner_id: 9475010484 | Balance: 8525153671
Account_id: 141 | Owner_id: 6292469772 | Balance: 2784650826
Account_id: 143 | Owner_id: 9876116096 | Balance: 3616580586
Account_id: 144 | Owner_id: 7151377749 | Balance: 6080401001
Account_id: 146 | Owner_id: 8949119495 | Balance: 1811615270
Account_id: 147 | Owner_id: 6482847574 | Balance: 1317930791
Account_id: 148 | Owner_id: 4194112654 | Balance: 791006934
Account_id: 153 | Owner_id: 8651155639 | Balance: 22191106
Account_id: 154 | Owner_id: 8582489710 | Balance: 4767746462
Account_id: 164 | Owner_id: 9894988648 | Balance: 1475110036
Account_id: 165 | Owner_id: 8463478728 | Balance: 1991291687
Account_id: 167 | Owner_id: 5975306868 | Balance: 910914272
Account_id: 170 | Owner_id: 7020863507 | Balance: 4231938333
Account_id: 174 | Owner_id: 4463932600 | Balance: 956366725
Account_id: 175 | Owner_id: 5975306868 | Balance: 91901969
Account_id: 177 | Owner_id: 9617134890 | Balance: 1899268427
Account_id: 183 | Owner_id: 4101433317 | Balance: 2000067813
Account_id: 184 | Owner_id: 5389267783 | Balance: 3745570538
Account_id: 186 | Owner_id: 5617300898 | Balance: 1373069912
Account_id: 192 | Owner_id: 3996872410 | Balance: 605432094
Account_id: 194 | Owner_id: 5895473719 | Balance: 2125516669
Account_id: 195 | Owner_id: 6804043562 | Balance: 1507775569
Account_id: 197 | Owner_id: 5647013195 | Balance: 4571435886
Account_id: 200 | Owner_id: 7481850304 | Balance: 4599786524
Account_id: 201 | Owner_id: 6109782129 | Balance: 5618741278
Account_id: 203 | Owner_id: 7482336893 | Balance: 3945712012
Account_id: 207 | Owner_id: 2920224948 | Balance: 1101503905
Account_id: 208 | Owner_id: 7561728385 | Balance: 3773321257
Account_id: 209 | Owner_id: 9060748949 | Balance: 8124625395
Account_id: 212 | Owner_id: 9536370354 | Balance: 1177559609
Account_id: 216 | Owner_id: 5933678578 | Balance: 1155976327
Account_id: 225 | Owner_id: 9254123968 | Balance: 8326452869
Account_id: 229 | Owner_id: 9630935431 | Balance: 2882197726
Account_id: 233 | Owner_id: 4467677428 | Balance: 2842197023
Account_id: 234 | Owner_id: 7501494060 | Balance: 1056003640
Account_id: 238 | Owner_id: 9909560668 | Balance: 9650603906
Account_id: 240 | Owner_id: 9422963130 | Balance: 2378716071
Account_id: 247 | Owner_id: 6292469772 | Balance: 4042919446
Account_id: 249 | Owner_id: 8741378523 | Balance: 2376379573
Account_id: 251 | Owner_id: 9758376318 | Balance: 9079565974
Account_id: 254 | Owner_id: 6186807513 | Balance: 3577860513
Account_id: 257 | Owner_id: 5826658306 | Balance: 3351147211
Account_id: 261 | Owner_id: 5563436346 | Balance: 1916649000
Account_id: 262 | Owner_id: 5456870313 | Balance: 4530618988
Account_id: 263 | Owner_id: 9225791324 | Balance: 3886018539
Account_id: 266 | Owner_id: 6749388307 | Balance: 6274033356
Account_id: 272 | Owner_id: 9536903920 | Balance: 8811562248
Account_id: 278 | Owner_id: 9403693922 | Balance: 635322865
Account_id: 279 | Owner_id: 5358025389 | Balance: 2967593492
Account_id: 287 | Owner_id: 6597582642 | Balance: 1656406663
Account_id: 290 | Owner_id: 7976239760 | Balance: 4536947842
Account_id: 294 | Owner_id: 9450531418 | Balance: 8485093507
Account_id: 301 | Owner_id: 9958968441 | Balance: 575336646
Account_id: 310 | Owner_id: 6332862733 | Balance: 2941508404
Account_id: 313 | Owner_id: 5254329155 | Balance: 1155795532
Account_id: 317 | Owner_id: 9917098252 | Balance: 6522986006
Account_id: 322 | Owner_id: 6335939418 | Balance: 2940477589
Account_id: 327 | Owner_id: 8951238478 | Balance: 5461784206
Account_id: 330 | Owner_id: 5379154298 | Balance: 2171308412
Account_id: 333 | Owner_id: 7817627967 | Balance: 6721641741
Account_id: 338 | Owner_id: 9495540025 | Balance: 6159101041
Account_id: 344 | Owner_id: 3123675225 | Balance: 1491073415
Account_id: 349 | Owner_id: 9712698032 | Balance: 8500922118
Account_id: 354 | Owner_id: 6933173787 | Balance: 6270221266
Account_id: 357 | Owner_id: 2120840201 | Balance: 826740814
Account_id: 366 | Owner_id: 9651641540 | Balance: 6948948028
Account_id: 368 | Owner_id: 9945146245 | Balance: 6661288580
Account_id: 371 | Owner_id: 6263814522 | Balance: 4394666861
Account_id: 375 | Owner_id: 4409280845 | Balance: 905128452
Account_id: 381 | Owner_id: 4572940517 | Balance: 3063828934
Account_id: 382 | Owner_id: 7395296650 | Balance: 4123077358
Account_id: 386 | Owner_id: 4884744506 | Balance: 1164669889
Account_id: 389 | Owner_id: 3615665954 | Balance: 1673723712
Account_id: 392 | Owner_id: 7442167944 | Balance: 1758426249
Account_id: 395 | Owner_id: 9582970841 | Balance: 5182516679
Account_id: 406 | Owner_id: 4510396453 | Balance: 725295014
Account_id: 408 | Owner_id: 1993685722 | Balance: 635008335
Account_id: 410 | Owner_id: 8334763967 | Balance: 2394597226
Account_id: 413 | Owner_id: 9640854967 | Balance: 2928678404
Account_id: 414 | Owner_id: 3557843316 | Balance: 1860863431
Account_id: 417 | Owner_id: 8492770101 | Balance: 1734769620
Account_id: 425 | Owner_id: 9960263734 | Balance: 3700885946
Account_id: 426 | Owner_id: 6995187897 | Balance: 3089095592
Account_id: 433 | Owner_id: 2364176834 | Balance: 1514887044
Account_id: 437 | Owner_id: 7711477792 | Balance: 6625894473
Account_id: 438 | Owner_id: 5891489291 | Balance: 5276640106
Account_id: 441 | Owner_id: 6700584240 | Balance: 3737204221
Account_id: 442 | Owner_id: 9934693561 | Balance: 8300399323
Account_id: 444 | Owner_id: 6913642090 | Balance: 2129729225
Account_id: 449 | Owner_id: 7300364372 | Balance: 1448330995
Account_id: 455 | Owner_id: 8689455191 | Balance: 3010800284
Account_id: 457 | Owner_id: 2067598935 | Balance: 607059453
Account_id: 459 | Owner_id: 5248079291 | Balance: 4441592281
Account_id: 460 | Owner_id: 9334961105 | Balance: 6365616309
Account_id: 461 | Owner_id: 9399631435 | Balance: 1437043731
Account_id: 463 | Owner_id: 8383913924 | Balance: 3862615589
Account_id: 464 | Owner_id: 1583776705 | Balance: 705521297
Account_id: 468 | Owner_id: 9738880561 | Balance: 7071077177
Account_id: 472 | Owner_id: 5816421249 | Balance: 670182560
Account_id: 473 | Owner_id: 7133805097 | Balance: 1575014801
Account_id: 474 | Owner_id: 3160177166 | Balance: 67287096
Account_id: 479 | Owner_id: 9924185826 | Balance: 6981343249
Account_id: 486 | Owner_id: 2120589490 | Balance: 518226309
Account_id: 487 | Owner_id: 7330804527 | Balance: 1775813899
Account_id: 491 | Owner_id: 8710869253 | Balance: 8377486401
Account_id: 492 | Owner_id: 7889211932 | Balance: 2520558601
Account_id: 493 | Owner_id: 5417188403 | Balance: 4238420697
Account_id: 494 | Owner_id: 8102640648 | Balance: 2157506308
Account_id: 509 | Owner_id: 5617631376 | Balance: 3736839340
Account_id: 510 | Owner_id: 9816950247 | Balance: 6819053665
Account_id: 519 | Owner_id: 7181185409 | Balance: 1313580730
Account_id: 525 | Owner_id: 2575927642 | Balance: 2372325364
Account_id: 529 | Owner_id: 4873073496 | Balance: 1783023154
Account_id: 535 | Owner_id: 5899225152 | Balance: 4542023630
Account_id: 541 | Owner_id: 3289107589 | Balance: 2000693472
Account_id: 547 | Owner_id: 3057637646 | Balance: 1945428611
Account_id: 550 | Owner_id: 3801989682 | Balance: 2169627305
Account_id: 555 | Owner_id: 6594342828 | Balance: 1810533972
Account_id: 559 | Owner_id: 9125534962 | Balance: 445993819
Account_id: 561 | Owner_id: 6461994995 | Balance: 6425092638
Account_id: 568 | Owner_id: 5666167402 | Balance: 2557430149
Account_id: 582 | Owner_id: 9518823943 | Balance: 1118548058
Account_id: 588 | Owner_id: 9809221483 | Balance: 5827683958
Account_id: 590 | Owner_id: 3245684876 | Balance: 666608558
Account_id: 591 | Owner_id: 8686297418 | Balance: 2784427943
Account_id: 592 | Owner_id: 6279888846 | Balance: 866778776
Account_id: 595 | Owner_id: 7226334404 | Balance: 2169200194
Account_id: 604 | Owner_id: 9337924714 | Balance: 8806481106
Account_id: 606 | Owner_id: 8991154008 | Balance: 1835453710
Account_id: 611 | Owner_id: 2365573807 | Balance: 517450365
Account_id: 617 | Owner_id: 9177044591 | Balance: 5907366841
Account_id: 622 | Owner_id: 1470302548 | Balance: 838752924
Account_id: 625 | Owner_id: 7489955742 | Balance: 6464581909
Account_id: 631 | Owner_id: 3835808740 | Balance: 115283935
Account_id: 634 | Owner_id: 4172679362 | Balance: 2727702218
Account_id: 640 | Owner_id: 7489869409 | Balance: 4204436641
Account_id: 645 | Owner_id: 5163073964 | Balance: 2097982721
Account_id: 647 | Owner_id: 9629452238 | Balance: 597676865
Account_id: 648 | Owner_id: 9300587719 | Balance: 4188874801
Account_id: 652 | Owner_id: 9071721704 | Balance: 2571995661
Account_id: 653 | Owner_id: 8971594072 | Balance: 3688675955
Account_id: 658 | Owner_id: 2280406668 | Balance: 2058913750
Account_id: 661 | Owner_id: 9272264666 | Balance: 3723734071
Account_id: 675 | Owner_id: 5194935979 | Balance: 282838061
Account_id: 678 | Owner_id: 5256511971 | Balance: 4399970762
Account_id: 680 | Owner_id: 9589068150 | Balance: 4986597129
Account_id: 682 | Owner_id: 2891655328 | Balance: 1070580636
Account_id: 684 | Owner_id: 7608867428 | Balance: 6267153058
Account_id: 685 | Owner_id: 4254908170 | Balance: 104696297
Account_id: 689 | Owner_id: 8166729611 | Balance: 6559161299
Account_id: 694 | Owner_id: 5796585970 | Balance: 189037092
Account_id: 697 | Owner_id: 6182891803 | Balance: 391426001
Account_id: 700 | Owner_id: 9791637403 | Balance: 4705033514
Account_id: 701 | Owner_id: 7709392074 | Balance: 6859823087
Account_id: 704 | Owner_id: 3775868362 | Balance: 1522869500
Account_id: 706 | Owner_id: 8976304968 | Balance: 8783280440
Account_id: 708 | Owner_id: 6567393633 | Balance: 4507295389
Account_id: 711 | Owner_id: 6670315769 | Balance: 53239128
Account_id: 712 | Owner_id: 6309317408 | Balance: 5398895362
Account_id: 713 | Owner_id: 5692768215 | Balance: 3841638727
Account_id: 718 | Owner_id: 9963686996 | Balance: 1598188731
Account_id: 731 | Owner_id: 5135894213 | Balance: 1807912205
Account_id: 732 | Owner_id: 7672542198 | Balance: 6160169734
Account_id: 734 | Owner_id: 8240622564 | Balance: 2052246669
Account_id: 738 | Owner_id: 8575274732 | Balance: 7536024521
Account_id: 741 | Owner_id: 9631544210 | Balance: 138084405
Account_id: 744 | Owner_id: 9450531418 | Balance: 4753117842
Account_id: 746 | Owner_id: 9537008603 | Balance: 117108319
Account_id: 751 | Owner_id: 1954100999 | Balance: 1404579840
Account_id: 752 | Owner_id: 4572602042 | Balance: 270873889
Account_id: 756 | Owner_id: 4870668080 | Balance: 1566946075
Account_id: 771 | Owner_id: 9521102366 | Balance: 1736102584
Account_id: 775 | Owner_id: 4663291939 | Balance: 3594607790
Account_id: 792 | Owner_id: 6071002727 | Balance: 3417986170
Account_id: 793 | Owner_id: 8144252946 | Balance: 7366372119
Account_id: 794 | Owner_id: 5156004551 | Balance: 3532411760
Account_id: 802 | Owner_id: 8509234564 | Balance: 8070547873
Account_id: 803 | Owner_id: 8332360415 | Balance: 309381674
Account_id: 804 | Owner_id: 9532189255 | Balance: 6119502331
Account_id: 809 | Owner_id: 8112623954 | Balance: 187713426
Account_id: 810 | Owner_id: 8263030113 | Balance: 5636629152
Account_id: 813 | Owner_id: 5779157391 | Balance: 2966516568
Account_id: 822 | Owner_id: 8547304737 | Balance: 7737033045
Account_id: 823 | Owner_id: 7494925051 | Balance: 6688724024
Account_id: 824 | Owner_id: 7557860321 | Balance: 1849683586
Account_id: 825 | Owner_id: 9125534962 | Balance: 722527687
Account_id: 829 | Owner_id: 5126711613 | Balance: 968403522
Account_id: 832 | Owner_id: 5269501925 | Balance: 2583371376
Account_id: 835 | Owner_id: 6938926630 | Balance: 3912422126
Account_id: 837 | Owner_id: 9909562225 | Balance: 8986423301
Account_id: 842 | Owner_id: 7038903742 | Balance: 4665349359
Account_id: 845 | Owner_id: 7385306458 | Balance: 4777635966
Account_id: 848 | Owner_id: 5223453582 | Balance: 2347997161
Account_id: 854 | Owner_id: 7123779872 | Balance: 3777947107
Account_id: 860 | Owner_id: 3461076185 | Balance: 3030480417
Account_id: 861 | Owner_id: 9182522804 | Balance: 7047905112
Account_id: 864 | Owner_id: 8638319773 | Balance: 2373143474
Account_id: 870 | Owner_id: 9741625860 | Balance: 7717218958
Account_id: 872 | Owner_id: 7596726969 | Balance: 5986458048
Account_id: 882 | Owner_id: 9253673004 | Balance: 8307020475
Account_id: 887 | Owner_id: 5217910526 | Balance: 1491729496
Account_id: 888 | Owner_id: 7421138584 | Balance: 3288223002
Account_id: 892 | Owner_id: 8804709841 | Balance: 7433464455
Account_id: 897 | Owner_id: 8397518439 | Balance: 143512601
Account_id: 911 | Owner_id: 7743790008 | Balance: 299144370
Account_id: 916 | Owner_id: 6653426933 | Balance: 134892149
Account_id: 917 | Owner_id: 3618433186 | Balance: 1334538965
Account_id: 918 | Owner_id: 4197149456 | Balance: 1388382303
Account_id: 920 | Owner_id: 4488958553 | Balance: 1299641998
Account_id: 927 | Owner_id: 8354246094 | Balance: 3644607218
Account_id: 929 | Owner_id: 3410471446 | Balance: 2270298610
Account_id: 930 | Owner_id: 2329522298 | Balance: 1618230698
Account_id: 931 | Owner_id: 2834050857 | Balance: 2411159670
Account_id: 937 | Owner_id: 7187804199 | Balance: 5858816513
Account_id: 938 | Owner_id: 9711592221 | Balance: 8386754474
Account_id: 962 | Owner_id: 7183018303 | Balance: 5658573833
Account_id: 963 | Owner_id: 3188070567 | Balance: 2674105392
Account_id: 964 | Owner_id: 9917098252 | Balance: 4796097442
Account_id: 976 | Owner_id: 8306022349 | Balance: 3296055089
Account_id: 977 | Owner_id: 9195189188 | Balance: 183277285
Account_id: 980 | Owner_id: 8910401183 | Balance: 6148264630
Account_id: 983 | Owner_id: 6888352898 | Balance: 917752260
Account_id: 985 | Owner_id: 4593239935 | Balance: 2658673032
Account_id: 989 | Owner_id: 7966725265 | Balance: 1316649585
Account_id: 993 | Owner_id: 6161110211 | Balance: 3171612817
Account_id: 996 | Owner_id: 2143903158 | Balance: 1141199542
Account_id: 999 | Owner_id: 4618591321 | Balance: 2248690918
Account_id: 1000 | Owner_id: 8789399388 | Balance: 2643236806
Account_id: 1013 | Owner_id: 8950252889 | Balance: 5391251804
Account_id: 1017 | Owner_id: 7627664702 | Balance: 4831403954
Account_id: 1019 | Owner_id: 5899443817 | Balance: 4650312872
Account_id: 1027 | Owner_id: 8304732532 | Balance: 1950134025
Account_id: 1035 | Owner_id: 8240622564 | Balance: 1817113790
Account_id: 1037 | Owner_id: 4528752189 | Balance: 2154914937
Account_id: 1042 | Owner_id: 6637877561 | Balance: 1596398519
Account_id: 1044 | Owner_id: 2146149843 | Balance: 1512803267
Account_id: 1045 | Owner_id: 9147543318 | Balance: 6122662498
Account_id: 1047 | Owner_id: 3265405133 | Balance: 2835123078
Account_id: 1048 | Owner_id: 9308579723 | Balance: 4751483576
Account_id: 1053 | Owner_id: 2390766057 | Balance: 859440584
Account_id: 1056 | Owner_id: 7136888167 | Balance: 3326054973
Account_id: 1060 | Owner_id: 8210864973 | Balance: 540650061
Account_id: 1064 | Owner_id: 6653426933 | Balance: 5287095094
Account_id: 1069 | Owner_id: 8191432473 | Balance: 4256749281
Account_id: 1071 | Owner_id: 9291778313 | Balance: 5372546421
Account_id: 1073 | Owner_id: 4706969524 | Balance: 1113605724
Account_id: 1078 | Owner_id: 9369318711 | Balance: 1170967956
Account_id: 1081 | Owner_id: 4017609233 | Balance: 3802540764
Account_id: 1082 | Owner_id: 8093409997 | Balance: 7915394024
Account_id: 1087 | Owner_id: 7474806338 | Balance: 1509017294
Account_id: 1088 | Owner_id: 5211643082 | Balance: 2410852816
Account_id: 1090 | Owner_id: 5264834337 | Balance: 4638827246
Account_id: 1091 | Owner_id: 8764765541 | Balance: 4722337552
Account_id: 1102 | Owner_id: 3628183419 | Balance: 412113326
Account_id: 1103 | Owner_id: 3546745714 | Balance: 2132149915
Account_id: 1105 | Owner_id: 8357379534 | Balance: 1572571240
Account_id: 1107 | Owner_id: 7617882215 | Balance: 6947222518
Account_id: 1109 | Owner_id: 7832837032 | Balance: 335654187
Account_id: 1113 | Owner_id: 9816950247 | Balance: 6242325420
Account_id: 1117 | Owner_id: 9593323824 | Balance: 169331282
Account_id: 1120 | Owner_id: 9391097678 | Balance: 1876073477
Account_id: 1121 | Owner_id: 3256525273 | Balance: 269422223
Account_id: 1123 | Owner_id: 9985718342 | Balance: 4789986075
Account_id: 1124 | Owner_id: 9642886667 | Balance: 8397045567
Account_id: 1129 | Owner_id: 2664329525 | Balance: 2391761617
Account_id: 1131 | Owner_id: 8007584250 | Balance: 3994924681
Account_id: 1134 | Owner_id: 6482847574 | Balance: 874571936
Account_id: 1140 | Owner_id: 7052172100 | Balance: 6597869184
Account_id: 1142 | Owner_id: 8672276485 | Balance: 2015667177
Account_id: 1148 | Owner_id: 8130019002 | Balance: 4362152804
Account_id: 1155 | Owner_id: 6461994995 | Balance: 2196122929
Account_id: 1159 | Owner_id: 5775953290 | Balance: 5403994592
Account_id: 1167 | Owner_id: 9450531418 | Balance: 6918702179
Account_id: 1171 | Owner_id: 1212383737 | Balance: 471066625
Account_id: 1173 | Owner_id: 6533280896 | Balance: 479436586
Account_id: 1175 | Owner_id: 7956646565 | Balance: 5785460226
Account_id: 1176 | Owner_id: 8344501820 | Balance: 5984523957
Account_id: 1185 | Owner_id: 5578888751 | Balance: 411585705
Account_id: 1190 | Owner_id: 9074828552 | Balance: 2195510116
Account_id: 1191 | Owner_id: 9287296075 | Balance: 4712698684
Account_id: 1198 | Owner_id: 7261410042 | Balance: 2055916414
Account_id: 1199 | Owner_id: 9096407504 | Balance: 610041197
Account_id: 1200 | Owner_id: 5921303333 | Balance: 3556308628
Account_id: 1205 | Owner_id: 3005934767 | Balance: 2892636179
Account_id: 1212 | Owner_id: 4108505660 | Balance: 2582021314
Account_id: 1216 | Owner_id: 5708037447 | Balance: 5294881128
Account_id: 1217 | Owner_id: 7293461590 | Balance: 2330076828
Account_id: 1221 | Owner_id: 6297828075 | Balance: 539458975
Account_id: 1240 | Owner_id: 8488311893 | Balance: 8384979049
Account_id: 1241 | Owner_id: 4482906838 | Balance: 923136050
Account_id: 1242 | Owner_id: 6223172918 | Balance: 3105408359
Account_id: 1246 | Owner_id: 6152188656 | Balance: 4644162287
Account_id: 1249 | Owner_id: 1957155359 | Balance: 678474774
Account_id: 1254 | Owner_id: 6333795583 | Balance: 4826452802
Account_id: 1256 | Owner_id: 5256379073 | Balance: 3455238500
Account_id: 1262 | Owner_id: 3524487069 | Balance: 33980459
Account_id: 1263 | Owner_id: 1829732896 | Balance: 1253050035
Account_id: 1266 | Owner_id: 8281491070 | Balance: 6257320626
Account_id: 1267 | Owner_id: 6519886322 | Balance: 4172784151
Account_id: 1268 | Owner_id: 9381158137 | Balance: 6326479702
Account_id: 1275 | Owner_id: 9704562260 | Balance: 8944606184
Account_id: 1281 | Owner_id: 2131513140 | Balance: 765190179
Account_id: 1283 | Owner_id: 5509664692 | Balance: 3926246987
Account_id: 1289 | Owner_id: 8763505182 | Balance: 1603574484
Account_id: 1293 | Owner_id: 6361378294 | Balance: 5122262583
Account_id: 1298 | Owner_id: 4814336170 | Balance: 4440993425
Account_id: 1299 | Owner_id: 6161880588 | Balance: 1066152508
Account_id: 1302 | Owner_id: 7925014063 | Balance: 3917580397
Account_id: 1308 | Owner_id: 8346195812 | Balance: 3873889444
Account_id: 1309 | Owner_id: 9108846580 | Balance: 2923637337
Account_id: 1310 | Owner_id: 9195454922 | Balance: 4527670218
Account_id: 1311 | Owner_id: 4719823275 | Balance: 1237369208
Account_id: 1312 | Owner_id: 4694087972 | Balance: 16579238
Account_id: 1318 | Owner_id: 8464876983 | Balance: 5404954825
Account_id: 1321 | Owner_id: 9169835614 | Balance: 6307887625
Account_id: 1322 | Owner_id: 9048226624 | Balance: 3002033105
Account_id: 1324 | Owner_id: 5932168516 | Balance: 1796923235
Account_id: 1332 | Owner_id: 3298450249 | Balance: 198772695
Account_id: 1333 | Owner_id: 4645982645 | Balance: 2165212448
Account_id: 1336 | Owner_id: 1291421860 | Balance: 45393306
Account_id: 1339 | Owner_id: 5935428576 | Balance: 5364290076
Account_id: 1340 | Owner_id: 5394076463 | Balance: 4301010660
Account_id: 1344 | Owner_id: 5171107477 | Balance: 1796164173
Account_id: 1348 | Owner_id: 3954407549 | Balance: 3327264513
Account_id: 1351 | Owner_id: 1570158034 | Balance: 681101336
Account_id: 1353 | Owner_id: 9320617377 | Balance: 4203890630
Account_id: 1354 | Owner_id: 6892575724 | Balance: 680355265
Account_id: 1355 | Owner_id: 8436585405 | Balance: 6038925690
Account_id: 1359 | Owner_id: 9347942888 | Balance: 2994701712
Account_id: 1360 | Owner_id: 6306247835 | Balance: 3490122913
Account_id: 1362 | Owner_id: 5816421249 | Balance: 895306764
Account_id: 1364 | Owner_id: 1679946578 | Balance: 1154206181
Account_id: 1372 | Owner_id: 7640921530 | Balance: 1109453671
Account_id: 1374 | Owner_id: 9286920004 | Balance: 2159146372
Account_id: 1383 | Owner_id: 7003470725 | Balance: 2261471012
Account_id: 1384 | Owner_id: 7884729059 | Balance: 101002705
Account_id: 1387 | Owner_id: 6014260127 | Balance: 4868329353
Account_id: 1388 | Owner_id: 9536370354 | Balance: 7983478996
Account_id: 1391 | Owner_id: 1915047552 | Balance: 424683611
Account_id: 1395 | Owner_id: 8145224991 | Balance: 7006968171
Account_id: 1397 | Owner_id: 6107298323 | Balance: 5608330230
Account_id: 1401 | Owner_id: 6037771079 | Balance: 1489163449
Account_id: 1402 | Owner_id: 4863951785 | Balance: 2916614530
Account_id: 1403 | Owner_id: 7855557050 | Balance: 6872518008
Account_id: 1411 | Owner_id: 9593323824 | Balance: 9252250851
Account_id: 1412 | Owner_id: 4254908170 | Balance: 2007511596
Account_id: 1414 | Owner_id: 5697026358 | Balance: 4321870515
Account_id: 1415 | Owner_id: 8898510246 | Balance: 2147672385
Account_id: 1422 | Owner_id: 5094381994 | Balance: 2147788374
Account_id: 1429 | Owner_id: 8139421226 | Balance: 261526823
Account_id: 1432 | Owner_id: 4592869220 | Balance: 2801425508
Account_id: 1433 | Owner_id: 7542156805 | Balance: 6948240105
Account_id: 1435 | Owner_id: 5932168516 | Balance: 4781611740
Account_id: 1438 | Owner_id: 9544888144 | Balance: 7506014038
Account_id: 1440 | Owner_id: 7814547849 | Balance: 6408584705
Account_id: 1442 | Owner_id: 9591183327 | Balance: 6232244696
Account_id: 1449 | Owner_id: 5576607009 | Balance: 3759225045
Account_id: 1451 | Owner_id: 1550317627 | Balance: 1214891921
Account_id: 1452 | Owner_id: 6004767233 | Balance: 2199105106
Account_id: 1453 | Owner_id: 1246391825 | Balance: 133159125
Account_id: 1454 | Owner_id: 9218833921 | Balance: 7684139740
Account_id: 1455 | Owner_id: 9213958715 | Balance: 9110286137
Account_id: 1456 | Owner_id: 4345117371 | Balance: 3653732324
Account_id: 1458 | Owner_id: 9909560668 | Balance: 9015910248
Account_id: 1464 | Owner_id: 4439883308 | Balance: 1821510212
Account_id: 1465 | Owner_id: 3845773534 | Balance: 2780825666
Account_id: 1466 | Owner_id: 7364446220 | Balance: 2869832239
Account_id: 1468 | Owner_id: 9120379512 | Balance: 4050846218
Account_id: 1469 | Owner_id: 8826661203 | Balance: 3237409783
Account_id: 1472 | Owner_id: 9393323258 | Balance: 7766149073
Account_id: 1474 | Owner_id: 7061141938 | Balance: 6557835211
Account_id: 1483 | Owner_id: 8993943250 | Balance: 6900038391
Account_id: 1484 | Owner_id: 7956876903 | Balance: 1802995934
Account_id: 1490 | Owner_id: 9186404062 | Balance: 7584080772
Account_id: 1491 | Owner_id: 5401821752 | Balance: 4729837890
Account_id: 1492 | Owner_id: 5530172077 | Balance: 2475426402
Account_id: 1494 | Owner_id: 2803776482 | Balance: 530570143
Account_id: 1497 | Owner_id: 9996366465 | Balance: 2246442129
Account_id: 1522 | Owner_id: 4893564341 | Balance: 249473464
Account_id: 1523 | Owner_id: 9299245072 | Balance: 8073185608
Account_id: 1528 | Owner_id: 6620289294 | Balance: 26954499
Account_id: 1529 | Owner_id: 6655405897 | Balance: 1035302250
Account_id: 1531 | Owner_id: 6659977190 | Balance: 3766814401
Account_id: 1537 | Owner_id: 9151959035 | Balance: 7937966216
Account_id: 1541 | Owner_id: 5877067518 | Balance: 228299232
Account_id: 1545 | Owner_id: 5786590477 | Balance: 3196147773
Account_id: 1546 | Owner_id: 8488311893 | Balance: 86226316
Account_id: 1548 | Owner_id: 9631544210 | Balance: 9538064947
Account_id: 1550 | Owner_id: 2482167272 | Balance: 1896432035
Account_id: 1551 | Owner_id: 9197318503 | Balance: 459804749
Account_id: 1552 | Owner_id: 1777999910 | Balance: 616347972
Account_id: 1553 | Owner_id: 6702577428 | Balance: 3552300259
Account_id: 1555 | Owner_id: 7764481207 | Balance: 2264468460
Account_id: 1556 | Owner_id: 5417208730 | Balance: 1348633042
Account_id: 1558 | Owner_id: 5786442621 | Balance: 932623174
Account_id: 1560 | Owner_id: 3842674761 | Balance: 1210546333
Account_id: 1561 | Owner_id: 8311072771 | Balance: 6902275261
